GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
647087       7  135662473  135676412     48      11  184305      -1.1998      0.88489
26266        7  135681231  135728185    217      31  184305      0.84199       0.1999
389558       7  135729598  135748867     49      12  184305      -1.3614      0.91331
136319       7  135926755  135977456    184      24  184305     -0.54711      0.70785
767558       7  135926755  135977456    184      24  184305     -0.54711      0.70785
1129         7  136868652  137020255    429      54  184305       1.2511      0.10546
5764         7  137227341  137343860    278      17  184305     0.044465      0.48227
9162         7  137387654  137846863   1103     109  184305     -0.42315      0.66391
64764        7  137874979  138002101    523      63  184305      0.27621      0.39119
100130880    7  137953348  137957966     10       3  184305      -1.9076      0.97178
6718         7  138076432  138118304    154      21  184305       1.0022      0.15812
8805         7  138460216  138585588    365      44  184305       1.7878     0.036903
136306       7  138594285  138701354    390      29  184305      0.15989      0.43649
50617        7  138706294  138799632    297      28  184305      0.92956       0.1763
155006       7  138797915  138806024     30       4  184305       -1.499      0.93306
57670        7  138831381  138981318    255      18  184305       1.1708      0.12084
92092        7  139021498  139036489     51       4  184305       2.2908     0.010987
56829        7  139043520  139109720    207       7  184305       2.2315     0.012825
79989        7  139133370  139191986    213      29  184305     -0.43412       0.6679
254048       7  139229565  139329421    191      21  184305      0.99839      0.15904
51631        7  139340359  139423457    165      32  184305       2.2585     0.011959
154791       7  139340450  139346319     17       5  184305      0.77306      0.21974
100996928    7  139341132  139423457    163      32  184305       2.2527     0.012139
346689       7  139426933  139483711     98       7  184305       2.7053     0.003412
154790       7  139523928  139544985     64       9  184305       1.9234     0.027217
28996        7  139561570  139777894    738      75  184305       2.2104      0.01354
6916         7  139778248  140020325    704      60  184305      -1.1097      0.86643
64761        7  140023744  140063828    177      30  184305      0.12588      0.44991
80853        7  140084746  140176956    303      31  184305        1.022       0.1534
84255        7  140333752  140398639    109      12  184305       2.0325     0.021054
401409       7  140403822  140426878     35       7  184305      0.93633      0.17455
23608        7  140453040  140479569     44       8  184305       1.6663     0.047829
27147        7  140518418  140641732    210      12  184305       1.8725     0.030569
90956        7  140672925  140695111     62       9  184305         1.67     0.047461
4708         7  140696681  140706646     20       5  184305       1.5484     0.060765
673          7  140715951  140924764    364      28  184305       1.1409      0.12695
51650        7  141006161  141014981     26       6  184305      0.89076      0.18653
100507421    7  141073311  141497881    836      59  184305     -0.27997      0.61025
55750        7  141551278  141654409    207      18  184305      0.65397      0.25657
57189        7  141656728  141702169     76      22  184305      0.25389      0.39979
494551       7  141708353  141731271     69      11  184305     -0.29352      0.61544
6742         7  141738321  141750488     46      12  184305      -2.2495      0.98776
50831        7  141764097  141765197      1       1  184305      -1.7139      0.95673
50832        7  141778489  141779388      2       1  184305     -0.46487      0.67899
54429        7  141790217  141791366      4       2  184305     -0.75804      0.77579
136242       7  141836278  141842499     12       6  184305     -0.45223      0.67445
130075       7  141873479  141986420    423      30  184305      0.99819      0.15909
23601        7  141927357  141947007     73      10  184305     -0.73597      0.76913
5726         7  141972631  141973773     11       3  184305      0.93488      0.17492
8972         7  141988888  142106747    159      24  184305      0.74399      0.22844
93432        7  142111722  142223533    311      23  184305     -0.59736      0.72487
136541       7  142252138  142258058     25       2  184305      0.23446      0.40731
6957         7  142299011  142813287   1290      50  184305      0.16143      0.43588
100463482    7  142666299  142667693      1       1  184305     -0.68982      0.75485
5644         7  142740235  142753076     41       6  184305      -2.5502      0.99462
5645         7  142770943  142774564     11       3  184305      -2.0618      0.98039
2051         7  142854643  142871093     26       5  184305       -1.113      0.86715
55503        7  142871203  142885745     25       6  184305      -1.3101      0.90492
56302        7  142908101  142933723     26       7  184305      -2.1164      0.98284
3792         7  142941114  142962416     20      11  184305      -1.0091      0.84353
135924       7  142997851  143027284     56      16  184305      -1.8432      0.96735
5304         7  143132081  143139741     22       5  184305     -0.54076      0.70566
259285       7  143183419  143184435      6       3  184305      -1.9142       0.9722
1180         7  143316126  143353862      1       1  184305      -1.6185      0.94722
441294       7  143571801  143574387      1       1  184305      0.16572      0.43419
101928422    7  143620924  143643937     86       8  184305      -1.8448      0.96747
285966       7  143620952  143730080    333      17  184305     -0.88501      0.81192
340307       7  143755089  143757750     12       2  184305      -1.0119      0.84421
