PANEL	FILE	ID	CHR	P0	P1	HSQ	BEST.GWAS.ID	BEST.GWAS.Z	EQTL.ID	EQTL.R2	EQTL.Z	EQTL.GWAS.Z	NSNP	NWGT	MODEL	MODELCV.R2	MODELCV.PV	TWAS.Z	TWAS.P
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000093010.13.wgt.RDat	ENSG00000093010.13	22	19941606	19941607	0.2309	rs9604969	-3.77	rs9332362	 0.100442	 -4.74	-1.22276	565	  1	top1	0.1	1.4e-06	 1.2228	0.221421
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184470.20.wgt.RDat	ENSG00000184470.20	22	19941991	19941992	0.2287	rs9604969	-3.77	rs1044732	 0.062224	 -5.19	 1.29175	566	 19	enet	0.11	4.1e-07	-2.1803	0.029232
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099889.13.wgt.RDat	ENSG00000099889.13	22	20016807	20016808	0.2085	rs9604969	-3.77	rs2012714	 0.097643	 -5.24	 2.30250	550	 10	enet	0.12	2.3e-07	-2.8322	0.004623
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000234409.6.wgt.RDat	ENSG00000234409.6	22	20151064	20151065	0.2018	rs2531716	-3.44	rs4819867	 0.076690	  4.93	-0.62212	568	  3	lasso	0.091	4.4e-06	-0.1919	0.847835
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000236499.2.wgt.RDat	ENSG00000236499.2	22	20206396	20206397	0.1737	rs2531716	-3.44	rs627235	 0.021071	  4.03	-0.25501	560	 19	enet	0.069	6.3e-05	-1.2647	0.205983
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099917.17.wgt.RDat	ENSG00000099917.17	22	20495912	20495913	0.2669	rs2531716	-3.44	rs11704564	 0.101422	 -5.31	-1.05481	526	526	susie	0.12	7.4e-08	 0.9721	0.331005
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099937.10.wgt.RDat	ENSG00000099937.10	22	20773878	20773879	0.3730	rs9609699	 2.90	rs165912	 0.304915	  8.16	 1.37185	446	446	susie	0.31	9.8e-19	 1.3229	0.185873
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099940.11.wgt.RDat	ENSG00000099940.11	22	20858982	20858983	0.2371	rs9609699	 2.90	rs2072513	 0.162671	  6.48	 1.84345	431	 16	enet	0.18	4.5e-11	 1.3469	0.178011
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000241973.10.wgt.RDat	ENSG00000241973.10	22	20859416	20859417	0.1396	rs9609699	 2.90	rs6004133	 0.100789	 -5.24	 1.83782	431	431	susie	0.11	2.4e-07	-1.7885	0.073696
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099949.18.wgt.RDat	ENSG00000099949.18	22	20979461	20979462	0.4580	rs7292126	-2.87	rs178291	 0.053778	  5.49	-0.31504	374	 44	enet	0.15	3.3e-09	 0.8382	0.401897
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000230513.1.wgt.RDat	ENSG00000230513.1	22	21002196	21002197	0.7234	rs7292126	-2.87	rs2239961	 0.484975	-10.19	-0.44863	366	 20	enet	0.55	6.1e-39	 0.6105	0.541533
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000206145.8.wgt.RDat	ENSG00000206145.8	22	21045016	21045017	0.2079	rs177426	-2.59	rs1548412	 0.021809	  3.98	-1.54761	349	 24	enet	0.056	0.00028	 0.0431	0.965621
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000161180.10.wgt.RDat	ENSG00000161180.10	22	21632715	21632716	0.1899	rs12158484	 2.48	rs11089629	 0.083433	 -5.53	-0.38368	298	298	susie	0.11	4.2e-07	-0.2072	0.835843
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100023.18.wgt.RDat	ENSG00000100023.18	22	21666008	21666009	0.3319	rs12158484	 2.48	rs5999098	 0.167567	  6.51	 1.20880	320	320	susie	0.18	1.2e-10	 1.1040	0.269576
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000224086.5.wgt.RDat	ENSG00000224086.5	22	21938584	21938585	0.3887	rs12158484	 2.48	rs2027790	 0.334482	 -9.01	-0.83746	416	  7	lasso	0.37	4.4e-23	 0.8082	0.418953
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100034.13.wgt.RDat	ENSG00000100034.13	22	21940656	21940657	0.1212	rs12158484	 2.48	rs2298432	-0.002589	  3.43	 0.61854	416	416	susie	0.013	0.051	 0.8068	0.419753
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000228050.1.wgt.RDat	ENSG00000228050.1	22	22224565	22224566	0.6532	rs12158484	 2.48	rs11705283	 0.305369	  8.70	-0.36437	387	387	susie	0.47	1e-30	-0.6502	0.515548
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000279278.1.wgt.RDat	ENSG00000279278.1	22	22264600	22264601	0.2857	rs12158484	 2.48	rs8140634	 0.049016	  4.74	 1.01609	368	368	susie	0.22	2.8e-13	 0.4374	0.661855
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000234630.1.wgt.RDat	ENSG00000234630.1	22	22293732	22293733	0.2677	rs12158484	 2.48	rs11702992	 0.080433	  4.94	-0.55838	358	 25	enet	0.093	3.5e-06	-0.1329	0.894261
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272779.1.wgt.RDat	ENSG00000272779.1	22	22303223	22303224	0.3599	rs12158484	 2.48	rs5757914	 0.166121	 -6.59	-0.00658	355	  5	lasso	0.18	6.3e-11	 0.2627	0.792818
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000211643.2.wgt.RDat	ENSG00000211643.2	22	22318726	22318727	0.4239	rs12158484	 2.48	rs5757913	 0.115912	 -5.54	-0.07778	354	 29	enet	0.13	2.6e-08	 0.5644	0.572493
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000211667.2.wgt.RDat	ENSG00000211667.2	22	22771823	22771824	0.1558	rs464805	-2.82	rs2267016	 0.022436	  3.92	-0.29155	264	  7	enet	0.032	0.005	-0.8111	0.417321
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000222037.5.wgt.RDat	ENSG00000222037.5	22	22919534	22919535	0.1316	rs464805	-2.82	rs756632	-0.000560	 -2.78	-0.21300	324	  3	lasso	0.0086	0.093	 0.6594	0.509628
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000133519.12.wgt.RDat	ENSG00000133519.12	22	23402725	23402726	0.3300	rs464805	-2.82	rs5751652	 0.052134	 -5.05	-0.24744	516	 22	enet	0.19	2.5e-11	-0.3416	0.732671
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272733.1.wgt.RDat	ENSG00000272733.1	22	23583858	23583859	0.6997	rs4306797	-3.57	rs12157657	 0.172893	 -7.00	 1.26233	494	 16	lasso	0.34	9.7e-21	-0.9132	0.361146
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000189269.12.wgt.RDat	ENSG00000189269.12	22	23632320	23632321	0.5690	rs176157	-4.00	rs12167140	 0.182380	 -7.61	 1.29499	490	 37	enet	0.37	1.6e-23	-1.1187	0.263280
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000234353.2.wgt.RDat	ENSG00000234353.2	22	23640761	23640762	0.4637	rs176157	-4.00	rs12157657	 0.236172	 -7.54	 1.27062	487	487	susie	0.27	4.5e-16	-1.2388	0.215403
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000244723.3.wgt.RDat	ENSG00000244723.3	22	23653333	23653334	0.3038	rs5760216	-4.01	rs2070447	 0.048563	 -5.06	 0.55521	488	 24	enet	0.11	3.9e-07	-0.0982	0.921805
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272578.5.wgt.RDat	ENSG00000272578.5	22	23717355	23717356	0.4064	rs8141797	-4.11	rs17629631	 0.132099	 -6.60	 1.34594	480	  1	top1	0.13	2.8e-08	-1.3459	0.178321
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000169314.14.wgt.RDat	ENSG00000169314.14	22	23763053	23763054	0.1529	rs8141797	-4.11	rs5759985	-0.002476	 -3.15	 1.47495	478	478	susie	0.0055	0.14	-0.5253	0.599391
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099956.18.wgt.RDat	ENSG00000099956.18	22	23786962	23786963	0.2152	rs5760293	-6.03	rs9612481	 0.133972	 -5.45	 0.22459	466	  2	lasso	0.15	4.7e-09	-0.0330	0.973654
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000240972.1.wgt.RDat	ENSG00000240972.1	22	23894003	23894004	0.6239	rs5760293	-6.03	rs5760102	 0.510594	-10.53	 2.11470	431	 25	enet	0.56	7.5e-40	-2.0593	0.039461
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000218537.1.wgt.RDat	ENSG00000218537.1	22	23898929	23898930	0.7175	rs5760293	-6.03	rs5760102	 0.610899	-11.44	 2.11470	432	 26	enet	0.65	2.8e-50	-1.8786	0.060296
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000273295.1.wgt.RDat	ENSG00000273295.1	22	23907067	23907068	0.7170	rs5760293	-6.03	rs5760102	 0.613585	-11.49	 2.11470	430	 27	enet	0.63	8.4e-48	-2.2067	0.027336
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000225282.1.wgt.RDat	ENSG00000225282.1	22	23926899	23926900	0.3963	rs5760293	-6.03	rs2739338	 0.251316	 -7.92	 1.75178	416	  8	lasso	0.34	9.3e-21	-1.7733	0.076173
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000133433.10.wgt.RDat	ENSG00000133433.10	22	23961185	23961186	0.6675	rs5760293	-6.03	rs2739338	 0.157838	  7.49	 1.75178	427	427	susie	0.48	2.6e-32	 1.5254	0.127166
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099974.7.wgt.RDat	ENSG00000099974.7	22	23966900	23966901	0.2657	rs5760293	-6.03	rs2739338	 0.097212	  5.54	 1.75178	427	  1	top1	0.097	2.1e-06	 1.7518	0.079812
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000250470.1.wgt.RDat	ENSG00000250470.1	22	23977584	23977585	0.4072	rs5760293	-6.03	rs2739338	 0.146782	 -7.33	 1.75178	420	 23	enet	0.31	9.3e-19	-2.2847	0.022329
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099984.11.wgt.RDat	ENSG00000099984.11	22	23980057	23980058	0.4844	rs5760293	-6.03	rs1006771	 0.246232	  7.54	 2.05026	419	419	susie	0.31	7.1e-19	 1.1707	0.241703
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000099977.13.wgt.RDat	ENSG00000099977.13	22	23980468	23980469	0.4639	rs5760293	-6.03	rs5760102	 0.159801	 -7.12	 2.11470	419	 33	enet	0.25	4e-15	-2.1260	0.033504
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000224205.1.wgt.RDat	ENSG00000224205.1	22	23991420	23991421	0.5864	rs5760293	-6.03	rs2739338	 0.333784	 -9.01	 1.75178	421	 34	enet	0.44	6.4e-29	-3.2837	0.001025
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000128262.8.wgt.RDat	ENSG00000128262.8	22	24251827	24251828	0.2765	rs5760293	-6.03	rs2267073	 0.221792	  7.32	 3.05920	381	381	susie	0.23	4.3e-14	 2.7294	0.006345
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100024.14.wgt.RDat	ENSG00000100024.14	22	24494106	24494107	0.1553	rs5760293	-6.03	rs5760444	 0.014126	  4.34	 2.27789	397	397	susie	0.047	0.00084	 2.0379	0.041560
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100053.9.wgt.RDat	ENSG00000100053.9	22	25199849	25199850	0.2394	rs11704260	-2.45	rs2269672	 0.106748	  5.05	 0.12021	454	  1	top1	0.11	6.5e-07	 0.1202	0.904316
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100068.11.wgt.RDat	ENSG00000100068.11	22	25405376	25405377	0.3477	rs133902	 2.70	rs10222306	 0.146463	  5.85	-0.70438	503	  1	top1	0.15	4.6e-09	-0.7044	0.481198
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272977.1.wgt.RDat	ENSG00000272977.1	22	25476217	25476218	0.5316	rs133902	 2.70	rs6004658	 0.140784	 -6.80	-0.36197	513	 19	enet	0.16	5.6e-10	 0.7313	0.464571
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100077.14.wgt.RDat	ENSG00000100077.14	22	25564848	25564849	0.2978	rs133902	 2.70	rs2780695	-0.004637	 -3.82	-1.03465	572	572	susie	0.024	0.013	 1.8594	0.062973
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000261188.1.wgt.RDat	ENSG00000261188.1	22	26512536	26512537	0.1723	rs744016	 2.68	rs134144	 0.117529	 -5.10	-0.37954	773	  1	top1	0.12	1.7e-07	 0.3795	0.704286
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000244625.5.wgt.RDat	ENSG00000244625.5	22	26693680	26693681	0.2753	rs744016	 2.68	rs5752392	 0.094866	 -4.69	 1.84896	884	  1	top1	0.095	2.8e-06	-1.8490	0.064464
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000235271.5.wgt.RDat	ENSG00000235271.5	22	26903291	26903292	0.2687	rs744016	 2.68	rs5761826	 0.098531	  5.40	-1.57967	864	  1	top1	0.099	1.8e-06	-1.5797	0.114183
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100154.14.wgt.RDat	ENSG00000100154.14	22	28679864	28679865	0.1500	rs9608677	 3.62	rs5762938	-0.004739	  3.49	-0.18988	304	  5	lasso	0.00091	0.28	 1.3704	0.170549
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000272858.1.wgt.RDat	ENSG00000272858.1	22	28814913	28814914	0.2709	rs9608677	 3.62	rs1003703	 0.009140	 -4.24	 0.50812	331	  8	lasso	0.033	0.0047	 0.3088	0.757465
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000183579.15.wgt.RDat	ENSG00000183579.15	22	28883591	28883592	0.1181	rs2346395	 3.41	rs3788409	 0.015930	 -3.93	-2.26991	341	  1	top1	0.016	0.036	 2.2699	0.023213
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000183762.12.wgt.RDat	ENSG00000183762.12	22	29073077	29073078	0.1556	rs5763301	 3.40	rs134594	 0.078119	  5.08	-2.16068	388	  1	top1	0.078	2.1e-05	-2.1607	0.030720
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100280.16.wgt.RDat	ENSG00000100280.16	22	29388582	29388583	0.2428	rs2531848	 3.56	rs737787	 0.036915	 -4.47	-1.23165	421	  1	top1	0.037	0.0028	 1.2317	0.218079
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100296.13.wgt.RDat	ENSG00000100296.13	22	29554253	29554254	0.6608	rs2531848	 3.56	rs2302141	 0.473419	-10.44	 3.34912	406	 25	enet	0.57	1.7e-40	-3.5456	0.000392
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184117.11.wgt.RDat	ENSG00000184117.11	22	29581336	29581337	0.2718	rs2531848	 3.56	rs9613968	 0.183967	 -6.55	-1.86528	389	  9	enet	0.24	1.2e-14	 2.3531	0.018618
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000279159.1.wgt.RDat	ENSG00000279159.1	22	30025628	30025629	0.2130	rs9608859	-5.01	rs9983	 0.151681	  5.84	 0.14801	413	  1	top1	0.15	2.4e-09	 0.1480	0.882338
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000214491.8.wgt.RDat	ENSG00000214491.8	22	30546681	30546682	0.2177	rs9608859	-5.01	rs2899151	 0.122955	 -5.47	-1.24969	427	  1	top1	0.12	8.8e-08	 1.2497	0.211412
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000185339.8.wgt.RDat	ENSG00000185339.8	22	30607083	30607084	0.2538	rs9608859	-5.01	rs5753231	 0.000349	 -3.58	 1.04889	437	 29	enet	0.083	1.1e-05	-0.8735	0.382406
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000138942.15.wgt.RDat	ENSG00000138942.15	22	31160192	31160193	0.1019	rs12330058	-3.64	rs5753632	 0.002970	  3.48	-0.30296	365	365	susie	0.022	0.017	 0.2180	0.827411
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000198089.15.wgt.RDat	ENSG00000198089.15	22	31488745	31488746	0.2642	rs12330058	-3.64	rs9609296	 0.092225	 -5.52	-0.90808	355	355	susie	0.12	2.1e-07	 0.7818	0.434356
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100191.5.wgt.RDat	ENSG00000100191.5	22	32255340	32255341	0.3833	rs5749499	 3.46	rs5754009	 0.048628	  5.01	-0.12760	580	 36	enet	0.17	1.8e-10	 1.6608	0.096758
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000205853.10.wgt.RDat	ENSG00000205853.10	22	32382051	32382052	0.3444	rs137500	-3.47	rs2294311	 0.059649	 -4.66	-0.07631	649	 49	enet	0.073	3.9e-05	-1.1236	0.261197
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100225.17.wgt.RDat	ENSG00000100225.17	22	32474675	32474676	0.3390	rs137548	-3.50	rs11107	 0.018121	  4.17	-0.46621	647	 91	enet	0.046	0.00095	-0.9590	0.337582
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100284.20.wgt.RDat	ENSG00000100284.20	22	35299274	35299275	0.1658	rs5755310	-2.75	rs2092030	 0.106827	  5.26	-0.70510	602	  1	top1	0.11	6.4e-07	-0.7051	0.480745
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100302.6.wgt.RDat	ENSG00000100302.6	22	35540867	35540868	0.6248	rs9610329	 2.72	rs13054394	 0.151332	 -6.56	-1.49828	483	 23	enet	0.2	2.4e-12	 0.3653	0.714866
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100336.17.wgt.RDat	ENSG00000100336.17	22	36204839	36204840	0.4200	rs6000130	 2.65	rs132717	 0.273637	 -7.74	-0.06659	499	 11	enet	0.3	3.5e-18	 0.1700	0.865049
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100350.14.wgt.RDat	ENSG00000100350.14	22	36507100	36507101	0.3858	rs6000130	 2.65	rs2281086	 0.170264	  6.85	 1.88020	640	640	susie	0.19	3e-11	 1.8770	0.060517
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100360.14.wgt.RDat	ENSG00000100360.14	22	36776255	36776256	0.2962	rs6000632	 2.54	rs2009667	 0.020085	  4.77	 1.01352	672	 57	enet	0.074	3.3e-05	-0.9121	0.361723
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100079.6.wgt.RDat	ENSG00000100079.6	22	37582615	37582616	0.2464	rs5756677	 2.73	rs5756736	 0.169195	  6.12	-1.51295	509	  1	top1	0.17	2.5e-10	-1.5129	0.130294
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100106.19.wgt.RDat	ENSG00000100106.19	22	37697003	37697004	0.3722	rs5756677	 2.73	rs5756813	 0.248642	 -7.58	 1.61305	461	461	susie	0.25	3.6e-15	-1.6234	0.104509
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100116.16.wgt.RDat	ENSG00000100116.16	22	37807904	37807905	0.1934	rs5756677	 2.73	rs11570645	 0.004867	 -3.55	 0.99296	418	418	susie	0.025	0.011	 1.4135	0.157501
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100139.13.wgt.RDat	ENSG00000100139.13	22	37905656	37905657	0.1020	rs5756677	 2.73	rs2285179	 0.086363	  5.11	 0.78010	368	  1	top1	0.086	7.7e-06	 0.7801	0.435330
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000279010.3.wgt.RDat	ENSG00000279010.3	22	37948351	37948352	0.0792	rs7290882	-2.70	rs2157472	 0.009862	  3.79	 1.64467	374	374	susie	0.011	0.067	 1.7105	0.087174
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000185022.11.wgt.RDat	ENSG00000185022.11	22	38201881	38201882	0.1620	rs7290882	-2.70	rs4608623	 0.061813	 -4.69	-0.22994	345	  4	lasso	0.073	3.9e-05	 0.2025	0.839539
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184381.18.wgt.RDat	ENSG00000184381.18	22	38205689	38205690	0.1654	rs7290882	-2.70	rs2284060	 0.060990	  4.79	-0.86315	345	  1	top1	0.061	0.00016	-0.8632	0.388053
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000198792.12.wgt.RDat	ENSG00000198792.12	22	38273033	38273034	0.1303	rs2072798	-3.00	rs2235265	 0.009756	 -3.98	-0.16568	352	  1	top1	0.0098	0.08	 0.1657	0.868409
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100201.20.wgt.RDat	ENSG00000100201.20	22	38507659	38507660	0.0926	rs2072798	-3.00	rs2072798	 0.092129	  4.73	-2.99518	367	  1	top1	0.092	3.8e-06	-2.9952	0.002743
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000184949.15.wgt.RDat	ENSG00000184949.15	22	38656628	38656629	0.1452	rs2072798	-3.00	rs2072794	 0.131541	  5.74	-2.98750	369	  1	top1	0.13	3e-08	-2.9875	0.002813
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100211.10.wgt.RDat	ENSG00000100211.10	22	38656639	38656640	0.2907	rs2072798	-3.00	rs5750627	 0.246554	 -7.90	-2.33143	369	369	susie	0.27	2.7e-16	 2.3941	0.016659
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000228274.3.wgt.RDat	ENSG00000228274.3	22	38681819	38681820	0.2752	rs2072798	-3.00	rs6519120	 0.201469	 -7.41	-2.18458	373	373	susie	0.23	1.2e-13	 2.2429	0.024905
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000273076.1.wgt.RDat	ENSG00000273076.1	22	38743494	38743495	0.0979	rs2072798	-3.00	rs2072798	 0.048352	  4.24	-2.99518	381	  1	top1	0.048	0.00072	-2.9952	0.002743
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100246.12.wgt.RDat	ENSG00000100246.12	22	38794197	38794198	0.1788	rs2072798	-3.00	rs4821822	 0.048738	 -4.12	-2.92553	374	  1	top1	0.049	0.00069	 2.9255	0.003439
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000244509.3.wgt.RDat	ENSG00000244509.3	22	39014082	39014083	0.1284	rs2072798	-3.00	rs139272	 0.014876	  4.28	 0.25284	385	  5	lasso	0.045	0.001	-0.0402	0.967966
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000243811.8.wgt.RDat	ENSG00000243811.8	22	39021112	39021113	0.2243	rs2072798	-3.00	rs1969643	 0.032811	 -4.62	-0.97926	387	 11	enet	0.074	3.3e-05	-0.2285	0.819292
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000239713.8.wgt.RDat	ENSG00000239713.8	22	39077004	39077005	0.3885	rs2072798	-3.00	rs2011869	 0.286186	  7.89	 0.15690	394	  1	top1	0.29	2.2e-17	 0.1569	0.875324
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000279833.1.wgt.RDat	ENSG00000279833.1	22	39134048	39134049	0.2005	rs2072798	-3.00	rs877529	 0.012463	 -4.46	 0.12122	412	 25	enet	0.052	0.00047	-0.0288	0.977003
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000128268.11.wgt.RDat	ENSG00000128268.11	22	39457343	39457344	0.1291	rs5757659	 2.39	rs1005522	 0.030185	 -4.30	 1.89930	386	  3	lasso	0.056	0.00031	-1.6135	0.106628
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000196236.12.wgt.RDat	ENSG00000196236.12	22	40857096	40857097	0.1388	rs133047	-2.81	rs138354	 0.149299	 -5.80	 0.72210	277	277	susie	0.15	2.8e-09	-0.7223	0.470081
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100413.16.wgt.RDat	ENSG00000100413.16	22	41544605	41544606	0.2009	rs5758350	 2.39	rs132903	 0.086399	  4.64	 0.71147	304	 12	enet	0.1	9.5e-07	 0.6149	0.538601
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100417.11.wgt.RDat	ENSG00000100417.11	22	41589889	41589890	0.1572	rs5758563	 3.09	rs4822049	 0.072040	 -4.96	-0.99112	310	310	susie	0.09	5.3e-06	 1.0645	0.287109
GTExv8.ALL.Artery_Coronary	.//GTExv8.ALL.Artery_Coronary/ENSG00000100418.7.wgt.RDat	ENSG00000100418.7	22	41621095	41621096	0.1748	rs5758563	 3.09	rs8140869	 0.099415	 -4.71	-0.82505	313	  1	top1	0.099	1.6e-06	 0.8250	0.409343
